,inspect_name,address,latitude,longitude,inspectionidnumber,dateofinspection,inspectiontype,inspectionscore,updated,yelp_categories,yelp_name,yelp_id,yelp_price,yelp_url,yelp_transactions,yelp_phone,yelp_rating,yelp_reviews,google_name,google_id,google_rating,google_reviews,google_price,agg_rating,total_reviews
32,ANDREA PIZZA,"811 Lasalle Ave, Minneapolis, MN 55402, United States",44.97592,-93.27444,"[10606, 204007, 290814]","['2017/07/12', '2019/01/16', '2019/02/14']","['Routine', 'Routine', 'Follow-Up']","[96, 88, 100]","Fri, Mar 13, 2020 at 02:49 AM","['Pizza', 'Italian']",Andrea Pizza,hzkSLMts20FtN2E56tp_UQ,$,https://www.yelp.com/biz/andrea-pizza-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 630-2882,4.0,51.0,Andrea Pizza,ChIJrwPixZYys1IRUqcYkA9Bj2M,4.6,141,1.0,4.44,192.0
33,ANDREA'S PIZZA,"330 2nd Ave S #258, Minneapolis, MN 55401, United States",44.97927,-93.26702,"[10636, 180909, 242249, 291044]","['2017/01/03', '2018/02/06', '2019/01/03', '2019/12/26']","['Routine', 'Routine', 'Routine', 'Routine']","[96, 100, 98, 98]","Fri, Mar 13, 2020 at 02:49 AM",['Pizza'],Andrea Pizza,_zvPk5Il5TqKN1bthdITPA,$,https://www.yelp.com/biz/andrea-pizza-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 332-6457,4.0,9.0,Andrea Pizza,ChIJBdOFe5sys1IRiygeaklwa84,4.6,49,1.0,4.51,58.0
34,ANDY'S DINER,"1500 W Lake St, Minneapolis, MN 55408, United States",44.94865,-93.30103,[338810],['2020/02/19'],['Routine'],[94],"Fri, Mar 13, 2020 at 02:49 AM","['Diners', 'American (Traditional)']",Andy's Diner,Wj1_ocAeIjZVxMaK70NkDw,,https://www.yelp.com/biz/andys-diner-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 208-1518,4.0,3.0,Andy’s Diner,ChIJybSKSScn9ocRmWJD6ozESEc,4.8,23,,4.71,26.0
35,ANDY'S GARAGE,"920 E Lake St #151, Minneapolis, MN 55407, United States",44.94931,-93.26076,"[10664, 191983, 243469, 297578, 354021]","['2017/02/27', '2018/02/21', '2019/02/07', '2020/02/06', '2020/02/13']","['Routine', 'Routine', 'Routine', 'Routine', 'Follow-Up']","[100, 94, 100, 80, 100]","Fri, Mar 13, 2020 at 02:49 AM","['Diners', 'American (Traditional)']",Andy's Garage,hj9dIQp1kFbJT-XgVUp-4w,$,https://www.yelp.com/biz/andys-garage-minneapolis-4?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 886-2602,3.5,51.0,Andy's Garage,ChIJGZ4G0_0n9ocR-XyKE-x6I64,4.4,45,,3.92,96.0
36,ANELACE COFFEE,"2402 Central Ave NE, Minneapolis, MN 55418, United States",45.01243,-93.24788,"[10668, 201834, 253195, 253194]","['2017/06/16', '2018/06/14', '2018/08/10', '2019/06/14']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[100, 90, 100, 98]","Fri, Mar 13, 2020 at 02:49 AM",['Coffee & Tea'],Anelace Coffee,CpbsZvGKP7lHk44piTgmlQ,$,https://www.yelp.com/biz/anelace-coffee-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 236-4870,4.5,116.0,Anelace Coffee,ChIJMVL5qOsts1IRvROqnWXRtLA,4.6,413,1.0,4.58,529.0
37,ANGEL FOOD,"86 S 9th St, Minneapolis, MN 55402, United States",44.97482,-93.27267,"[10687, 223945, 302232]","['2017/08/31', '2019/02/26', '2019/03/13']","['Routine', 'Routine', 'Follow-Up']","[94, 88, 96]","Fri, Mar 13, 2020 at 02:49 AM","['Bakeries', 'Coffee & Tea', 'Donuts']",Angel Food Bakery & Coffee Bar,sALLuZkk_TIH1IvfZRyoeA,$$,https://www.yelp.com/biz/angel-food-bakery-and-coffee-bar-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 238-1435,4.0,264.0,Angel Food Bakery & Coffee Bar,ChIJ22J_BJcys1IRKzsQPO2I1Nw,4.3,349,2.0,4.17,613.0
38,ANGRY CATFISH BICYCLE,"4208 S 28th Ave, Minneapolis, MN 55406, United States",44.92652,-93.2325,"[10700, 194634, 307135]","['2017/04/06', '2019/03/26', '2019/05/21']","['Routine', 'Routine', 'Follow-Up']","[100, 88, 100]","Fri, Mar 13, 2020 at 02:49 AM",['Coffee & Tea'],Angry Catfish Bicycle Shop & Coffee Bar,TN6UL2vkvMJdsVDeqA5xVA,$,https://www.yelp.com/biz/angry-catfish-bicycle-shop-and-coffee-bar-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 722-1538,4.0,162.0,Angry Catfish Bicycle and Coffee Bar,ChIJwZrvskQo9ocRi51uMff-jCM,4.7,262,1.0,4.43,424.0
39,ANNIES KITTY CAT KLUB,"315 14th Ave SE, Minneapolis, MN 55414, United States",44.98005,-93.23656,"[10746, 188756, 242341, 242340, 294190, 294189, 353704]","['2017/01/12', '2018/02/07', '2018/03/14', '2019/01/29', '2019/03/20', '2020/01/29', '2020/02/27']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[100, 94, 100, 90, 96, 84, 100]","Fri, Mar 13, 2020 at 02:49 AM",['Burgers'],Annie's Parlour,WDWRvyh62RSmLRPnTOwOmA,$$,https://www.yelp.com/biz/annies-parlour-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 379-0744,3.5,213.0,Kitty Cat Klub,ChIJVQlDKxIts1IRI5uiSBFEIvg,4.2,209,1.0,3.85,422.0
40,APOY,"4301 Nicollet Ave, Minneapolis, MN 55409, United States",44.92488,-93.27754,"[280884, 304779]","['2019/03/06', '2020/02/27']","['Routine', 'Routine']","[100, 82]","Fri, Mar 13, 2020 at 02:49 AM",['Filipino'],Apoy MPLS,gZPo2ZNevTvi57rwc9crMA,$$,https://www.yelp.com/biz/apoy-mpls-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],,4.0,72.0,Apoy,ChIJmYrBVBcn9ocRwSfyCMQ-YsU,4.1,260,2.0,4.08,332.0
41,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,"615 Washington Ave SE, Minneapolis, MN 55414, United States",44.97419,-93.22952,"[10859, 227606, 275288]","['2017/10/04', '2018/10/11', '2019/09/27']","['Routine', 'Routine', 'Routine']","[100, 100, 100]","Fri, Mar 13, 2020 at 02:49 AM","['American (Traditional)', 'Sports Bars', 'Burgers']",Applebee's Grill + Bar,pPc7cfX89S0v7qy5dg88Ag,$$,https://www.yelp.com/biz/applebees-grill-bar-minneapolis-6?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 378-3740,2.5,60.0,Applebee's Grill + Bar,ChIJr8uaFhgts1IRc7Sj5UOUCeI,3.2,256,2.0,3.07,316.0
42,ARBYS #1919,"3000 Snelling Ave, Minneapolis, MN 55406, United States",44.9479,-93.23627,"[10988, 200842]","['2017/06/06', '2018/12/27']","['Routine', 'Routine']","[96, 98]","Fri, Mar 13, 2020 at 02:49 AM","['Fast Food', 'Sandwiches']",Arby's,xsca76M8uROA0rapM-i7pA,$,https://www.yelp.com/biz/arbys-minneapolis-5?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 724-8612,4.0,9.0,Arby's,ChIJ2broTyIo9ocRutNXTQo8jB0,4.1,704,1.0,4.1,713.0
43,AREZZO RISTORANTE,"5057 France Ave S, Minneapolis, MN 55410, United States",44.91098,-93.32866,"[11054, 228738, 236557, 228737, 277679, 277678]","['2017/10/11', '2017/12/20', '2018/02/14', '2018/10/26', '2018/11/30', '2019/11/07']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[84, 98, 100, 88, 100, 96]","Fri, Mar 13, 2020 at 02:49 AM",['Italian'],Arezzo Ristorante,A0fmKkiSVDxmb0tuKE61hg,$$,https://www.yelp.com/biz/arezzo-ristorante-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 285-7444,3.5,141.0,Arezzo Ristorante,ChIJDX4EYdcm9ocR_R6dfIm4lE0,4.5,208,2.0,4.1,349.0
44,ASA'S BALERY,"3507 23rd Ave S, Minneapolis, MN 55407, United States",44.93929,-93.23867,[337849],['2020/01/24'],['Routine'],[92],"Fri, Mar 13, 2020 at 02:49 AM","['Bakeries', 'Bagels']",Asa's Bakery,86PjKoKWgBzrvffKO7HL9g,,https://www.yelp.com/biz/asas-bakery-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 615-9132,4.0,11.0,Asa's Bakery,ChIJW8OlMfUp9ocR4vFcuyMwefk,4.7,36,,4.54,47.0
45,ASIAN MAX,"120 South 6th St #215, Minneapolis, MN 55402, United States",44.97736,-93.26875,[304537],['2020/01/15'],['Routine'],[100],"Fri, Mar 13, 2020 at 02:49 AM","['Pan Asian', 'Vietnamese']",Asian Max,5SOGnQWcab7i2IrjNq1rKA,$,https://www.yelp.com/biz/asian-max-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 338-1268,3.0,23.0,Asian Max,ChIJv8LsMpoys1IRcjrb8QQVGnA,3.9,49,,3.61,72.0
46,ASTER CAFE,"125 SE Main St, Minneapolis, MN 55414, United States",44.98467,-93.25494,"[18200, 191230, 243835, 303493]","['2017/02/23', '2018/02/27', '2019/03/04', '2019/04/10']","['Routine', 'Routine', 'Routine', 'Follow-Up']","[100, 100, 86, 96]","Fri, Mar 13, 2020 at 02:49 AM","['American (New)', 'Bars']",Aster Cafe,zIofRYBS1e5rZLXaAEJACQ,$$,https://www.yelp.com/biz/aster-cafe-minneapolis-3?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 379-3138,3.5,352.0,Aster Cafe,ChIJO0vUunsts1IRl9Dz-4LhB_k,4.5,1274,2.0,4.28,1626.0
47,ATLAS RESTAURANT,"200 South 6th St, Minneapolis, MN 55402, United States",44.9769,-93.26762,"[18222, 190055, 190054, 243459, 243458, 298700, 307946, 298699, 354936]","['2017/02/07', '2017/03/08', '2018/02/14', '2018/03/19', '2019/02/13', '2019/04/10', '2019/05/15', '2020/02/12', '2020/02/26']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[87, 96, 84, 100, 76, 92, 100, 90, 98]","Fri, Mar 13, 2020 at 02:49 AM","['Greek', 'Mediterranean']",Atlas Grill,dB4wymB6yaLXC9t1VXZN7Q,$$,https://www.yelp.com/biz/atlas-grill-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 332-4200,3.5,37.0,Atlas Grill & Clubroom,ChIJKcT_fpkys1IRa-I1B8mI8Gk,4.3,152,2.0,4.14,189.0
48,B-DUBS EXPRESS,"1221 W Lake St, Minneapolis, MN 55408, United States",44.94814,-93.2951,"[259507, 275863]","['2018/10/16', '2019/10/16']","['Routine', 'Routine']","[100, 96]","Fri, Mar 13, 2020 at 02:49 AM","['Chicken Wings', 'American (Traditional)']",B-Dubs Express,WKXSVzG1PxEDvl74mnHPIQ,,https://www.yelp.com/biz/b-dubs-express-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 823-0289,3.5,15.0,B-Dubs Express,ChIJi90HH0on9ocRHsXmjNaBL_w,3.7,111,,3.68,126.0
49,BAARAKALLAH RESTAURANT,"408 Cedar Ave #1, Minneapolis, MN 55454, United States",44.96989,-93.24761,"[243297, 251472, 299106, 299105, 355377]","['2018/02/24', '2019/02/19', '2019/03/28', '2020/02/12', '2020/02/17']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[100, 80, 100, 84, 100]","Fri, Mar 13, 2020 at 02:49 AM","['African', 'Somali']",Baarakallah Restaurant,Snk3Sr2Ve7AVqnqOffqB5Q,$,https://www.yelp.com/biz/baarakallah-restaurant-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 332-1822,4.0,6.0,Baarakallah Restaurant Somali Cuisine,ChIJo_DgqUMts1IR79wjm4nHaaY,4.3,61,2.0,4.27,67.0
50,BACON SOCIAL HOUSE,"700 S 3rd St, Minneapolis, MN 55415, United States",44.97681,-93.2588,[316212],['2019/09/17'],['Routine'],[100],"Fri, Mar 13, 2020 at 02:49 AM","['American (New)', 'Breakfast & Brunch', 'Diners']",Bacon Social House,dwGRCpN9CLr7QIkZenhoog,$$,https://www.yelp.com/biz/bacon-social-house-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['pickup', 'delivery']",(612) 428-7107,4.0,109.0,Bacon Social House,ChIJN-kh4JUts1IRPAAFHg_-PuE,4.5,282,,4.36,391.0
51,BAD WAITRESS,"2 E 26th St, Minneapolis, MN 55404, United States",44.95573,-93.27723,"[24821, 214877, 263818]","['2017/08/09', '2018/08/08', '2019/08/08']","['Routine', 'Routine', 'Routine']","[96, 100, 92]","Fri, Mar 13, 2020 at 02:49 AM","['Coffee & Tea', 'Diners', 'Salad']",The Bad Waitress,N4pwYvAr4yqsdIgnevS7kA,$$,https://www.yelp.com/biz/the-bad-waitress-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 872-7575,3.0,382.0,The Bad Waitress,ChIJnTywWLQys1IRkNxuj8Iz0xs,4.2,1161,2.0,3.9,1543.0
52,BAGU SUSHI AND THAI,"4741 Chicago Ave, Minneapolis, MN 55407, United States",44.91632,-93.26224,"[249152, 249187, 254167, 270236, 278865, 287130, 249186, 314664, 337693]","['2018/05/07', '2018/07/09', '2018/08/30', '2018/10/29', '2018/12/27', '2019/05/17', '2019/06/17', '2019/11/21', '2019/12/05']","['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up']","[74, 84, 88, 94, 94, 98, 82, 84, 96]","Fri, Mar 13, 2020 at 02:49 AM","['Sushi Bars', 'Japanese', 'Thai']",Bagu Sushi & Thai,nOqNDjhbQcH9xHVgqqcJdA,$$,https://www.yelp.com/biz/bagu-sushi-and-thai-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 823-5254,3.5,174.0,BaGu Sushi & Thai,ChIJlT0LsdQn9ocR4MpC0xFDdgE,4.3,321,2.0,4.02,495.0
53,BAHN APPETIT,"511 14th Ave SE, Minneapolis, MN 55414, United States",44.98232,-93.2356,[330476],['2020/01/21'],['Routine'],[96],"Fri, Mar 13, 2020 at 02:49 AM",['Vietnamese'],Banh Appetit,fPcZCUZISblsn_DI_EZfJA,,https://www.yelp.com/biz/banh-appetit-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 367-4765,4.0,31.0,Banh Appetit,ChIJfYt8J9ots1IRM5qlxeuKMRM,4.9,60,,4.59,91.0
54,BAKER'S WIFE,"4200 S 28th Ave, Minneapolis, MN 55406, United States",44.92668,-93.23249,"[180589, 191067, 24975, 233051, 236905, 233050, 279502, 287160, 279501, 337501]","['2017/02/17', '2017/05/02', '2017/10/31', '2017/12/28', '2018/02/14', '2018/11/13', '2019/01/11', '2019/02/22', '2019/11/13', '2020/01/09']","['Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[92, 96, 86, 90, 92, 80, 88, 96, 82, 98]","Fri, Mar 13, 2020 at 02:49 AM","['Bakeries', 'Donuts', 'Coffee & Tea']",A Baker's Wife,63SqByBjOdZ0IJ-vFUbSMg,$,https://www.yelp.com/biz/a-bakers-wife-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 729-6898,4.0,394.0,A Baker's Wife's Pastry Shop,ChIJkRkxsUQo9ocRUvo2BUU_D0E,4.6,775,1.0,4.4,1169.0
55,BAMBOO GARDEN,"608 2nd Ave S #116, Minneapolis, MN 55402, United States",44.97664,-93.26943,"[25061, 211861, 211860, 265336, 265335]","['2017/08/03', '2017/10/05', '2018/08/15', '2018/10/02', '2019/08/15']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[96, 98, 92, 100, 100]","Fri, Mar 13, 2020 at 02:49 AM",['Chinese'],Bamboo Garden,jAtQOtgU9ocStJtV0c46_w,$,https://www.yelp.com/biz/bamboo-garden-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 673-9688,2.5,10.0,Bamboo Garden Restaurant,ChIJXaZBhpkys1IRMQuxll60KQI,4.1,62,2.0,3.88,72.0
56,BAMBU DESSERT DRINKS,"2743 Nicollet Ave, Minneapolis, MN 55408, United States",44.95224,-93.2775,"[25071, 228693, 228692, 275809]","['2017/10/10', '2017/11/16', '2018/10/11', '2019/10/09']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[90, 100, 98, 94]","Fri, Mar 13, 2020 at 02:49 AM","['Bubble Tea', 'Coffee & Tea', 'Juice Bars & Smoothies']",BAMBU,NfV9d71AgruTcwABdkgKDQ,$,https://www.yelp.com/biz/bambu-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 787-6166,4.0,111.0,Bambu Dessert & Drinks,ChIJdSgrRPUn9ocR-MLeBiNMu_8,4.4,286,1.0,4.29,397.0
57,BANANA BLOSSOM,"1724 Lowry Ave N, Minneapolis, MN 55411, United States",45.01346,-93.30162,"[25177, 196462, 200895, 196461, 249097, 249096, 310485]","['2017/04/14', '2017/06/06', '2017/08/15', '2018/05/01', '2018/06/06', '2019/05/14', '2019/06/25']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[62, 86, 100, 90, 96, 84, 92]","Fri, Mar 13, 2020 at 02:49 AM","['Vietnamese', 'Thai']",Banana Blossom,FCk1UwNpI58G9lv8KAUm1g,$,https://www.yelp.com/biz/banana-blossom-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 287-1259,3.5,75.0,Banana Blossom,ChIJM-Xm-DMys1IRUT30xNbqyqY,4.4,284,1.0,4.21,359.0
58,BAR BRAVA,"1914 N Washington Ave, Minneapolis, MN 55411, United States",44.99867,-93.28137,"[336280, 339983]","['2019/12/27', '2020/01/23']","['Routine', 'Follow-Up']","[82, 98]","Fri, Mar 13, 2020 at 02:49 AM","['Wine Bars', 'Burgers', 'Chicken Wings']",Bar Brava,G4Duu8iv8vZQpHww7qfJnA,,https://www.yelp.com/biz/bar-brava-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 208-1270,4.5,13.0,Bar Brava,ChIJOxvW52Mzs1IRHyIJRGzHODo,5.0,42,,4.88,55.0
59,BAR LA GRASSA,"800 N Washington Ave, Minneapolis, MN 55401, United States",44.98953,-93.27869,"[25271, 216880, 262751, 262750]","['2017/08/10', '2018/08/07', '2018/09/12', '2019/08/21']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[92, 82, 94, 98]","Fri, Mar 13, 2020 at 02:49 AM","['Italian', 'Desserts', 'Wine Bars']",Bar La Grassa,zv_XJAQr9D3PNR5eHYhC5w,$$$,https://www.yelp.com/biz/bar-la-grassa-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 333-3837,4.5,1260.0,Bar La Grassa,ChIJBcDbP4oys1IRg97QGrkjtH8,4.7,1472,3.0,4.61,2732.0
60,BAR LUCHADOR,"825 SE Washington Ave, Minneapolis, MN 55414, United States",44.97405,-93.22603,"[25295, 203240, 203239, 253422, 253421, 314505]","['2017/06/29', '2017/07/25', '2018/06/25', '2018/07/24', '2019/06/25', '2019/07/24']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[78, 100, 90, 96, 90, 100]","Fri, Mar 13, 2020 at 02:49 AM","['Mexican', 'Cocktail Bars']",Bar Luchador,WRUoQcryVMv8mjS-8IL6EA,$$,https://www.yelp.com/biz/bar-luchador-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 379-1450,4.0,210.0,Bar Luchador,ChIJARtcpRgts1IRuWzpGap9Vg4,4.6,594,2.0,4.44,804.0
61,BAR ZIA,"420 S 4th St, Minneapolis, MN 55415, United States",44.9776,-93.26297,"[124638, 236550, 236549, 286204, 286203, 341606]","['2017/12/20', '2018/02/12', '2018/12/20', '2019/01/25', '2020/01/14', '2020/01/30']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[86, 94, 94, 96, 72, 100]","Fri, Mar 13, 2020 at 02:49 AM","['Pizza', 'Sports Bars', 'American (Traditional)']",Bar Zia,BPnHjfvB8BNUytI5rU1PvA,$$,https://www.yelp.com/biz/bar-zia-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 345-7347,3.0,38.0,Bar Zia,ChIJxUUt0Z0ys1IRmeWcLRkgY74,3.9,277,2.0,3.79,315.0
62,BARDO,"222 E Hennepin Ave, Minneapolis, MN 55414, United States",44.98746,-93.25676,"[230162, 241162, 241161, 292965, 292964, 352259]","['2018/01/04', '2018/04/06', '2019/01/17', '2019/03/14', '2020/01/22', '2020/02/20']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[80, 100, 80, 94, 86, 92]","Fri, Mar 13, 2020 at 02:49 AM","['American (New)', 'Seafood', 'Wine Bars']",Bardo,0qqBMtyKuFXR_zB4jO0SLg,$$,https://www.yelp.com/biz/bardo-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 886-8404,4.0,91.0,Bardo,ChIJjXKHN3kts1IRsyyCBdMd9Hs,4.4,235,2.0,4.29,326.0
63,BARRIO,"925 Nicollet Mall, Minneapolis, MN 55402, United States",44.9742,-93.27408,"[30763, 202115, 202114, 253977, 253976, 314336]","['2017/06/19', '2017/07/14', '2018/06/22', '2018/07/25', '2019/06/25', '2019/07/22']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[80, 96, 90, 96, 82, 86]","Fri, Mar 13, 2020 at 02:49 AM","['Mexican', 'Cocktail Bars']",Barrio,Z_Y3BqUKbFXm0B_NkruDcQ,$$,https://www.yelp.com/biz/barrio-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 333-9953,3.5,462.0,Barrio,ChIJP5PlWJYys1IR9xGt14losbI,4.4,997,1.0,4.12,1459.0
64,BEANCOUNTER COFFEEHOUSE,"101 S 5th St #254, Minneapolis, MN 55402, United States",44.97787,-93.26902,"[247946, 252828]","['2018/06/15', '2019/12/12']","['Routine', 'Routine']","[100, 100]","Fri, Mar 13, 2020 at 02:49 AM","['Coffee & Tea', 'Cafes']",Beancounter Coffeehouse & Cafe,IKQTWYgW_aYsBKfiYeKmbQ,,https://www.yelp.com/biz/beancounter-coffeehouse-and-cafe-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 200-8466,4.0,7.0,Beancounter Coffeehouse,ChIJTx0wSJoys1IRbE-gwr4URxg,4.8,65,,4.72,72.0
